entry,exit_z,total_pnl_rub,trade_count,max_drawdown_rub,gap,valid
0.5,1.7,-122010.27487222708,34,-158760.19630434475,-1.2,False
0.5,1.8,-106623.62178897197,30,-149727.23299514066,-1.3,False
0.5,1.9,-89525.50687844094,26,-132314.17708465387,-1.4,False
0.5,2.0,-93165.75606820508,22,-134916.45610243455,-1.5,False
0.5,2.1,-95852.11274766174,23,-137602.8127818912,-1.6,False
0.5,2.2,-44046.93761114276,12,-92733.38535038129,-1.7,False
0.5,2.3,-43694.66934146672,11,-92051.15034874198,-1.8,False
0.5,2.4,-36623.04084757744,8,-83099.24707644187,-1.9,False
0.5,2.5,-31052.394850956796,6,-77528.60107982122,-2.0,False
0.6,0.0,256991.4347312051,127,-47396.44222656451,0.6,True
0.6,0.1,281991.39870269044,156,-47396.44222656451,0.5,True
0.6,0.2,290045.7779680902,183,-47396.44222656451,0.4,True
0.6,0.3,276446.3869004675,211,-47396.44222656451,0.3,True
0.6,0.4,301717.41077144974,271,-47463.345255561,0.2,True
0.6,0.5,309052.3756558026,382,-48066.65703349881,0.1,True
0.6,0.6,283930.56045874796,585,-47667.35822323372,0.0,False
0.6,0.7,59559.24187543144,292,-33559.239141444436,-0.1,False
0.6,0.8,3057.0515658286386,161,-62935.45876495508,-0.2,False
0.6,0.9,-65516.35744972446,149,-111416.76999241457,-0.3,False
0.6,1.0,-13158.29484745477,113,-97094.92070791431,-0.4,False
0.6,1.1,-26993.379608622203,93,-102470.43379584694,-0.5,False
0.6,1.2,-60576.830539709576,60,-100735.96235949403,-0.6,False
0.6,1.3,-65306.45413745245,56,-105075.0836384682,-0.7,False
0.6,1.4,-79979.75960001783,50,-119680.74106141785,-0.8,False
0.6,1.5,-74891.882942169,41,-113732.01481395564,-0.9,False
0.6,1.6,-78051.26346136186,37,-115734.7334300615,-1.0,False
0.6,1.7,-84065.38017353977,31,-120813.52389011378,-1.1,False
0.6,1.8,-73438.6689000748,28,-116540.50239069981,-1.2,False
0.6,1.9,-71728.44520242987,26,-114515.33769309914,-1.3,False
0.6,2.0,-75390.38627235027,21,-117141.08630657973,-1.4,False
0.6,2.1,-88571.18768885535,21,-130321.8877230848,-1.5,False
0.6,2.2,-42285.866377643564,12,-90972.31411688209,-1.6,False
0.6,2.3,-41933.59810796752,11,-90290.07911524278,-1.7,False
0.6,2.4,-35168.34258553948,8,-81644.54881440391,-1.8,False
0.6,2.5,-30679.605297121027,6,-77155.81152598545,-1.9,False
0.7,0.0,268120.174395609,117,-47396.44222656451,0.7,True
0.7,0.1,294743.96857835253,141,-47396.44222656451,0.6,True
0.7,0.2,298802.01870065153,160,-47396.44222656451,0.5,True
0.7,0.3,289882.4300792147,183,-47396.44222656451,0.4,True
0.7,0.4,311283.6268164918,228,-47250.28727025096,0.3,True
0.7,0.5,329214.0068866902,300,-47481.420821905136,0.2,True
0.7,0.6,331140.2870918525,406,-47304.26479436958,0.1,True
0.7,0.7,269604.73329945636,605,-49380.70190795456,0.0,False
0.7,0.8,72397.43176717151,284,-33269.2243319912,-0.1,False
0.7,0.9,-31810.008376161273,215,-80257.23709332805,-0.2,False
0.7,1.0,-11785.346888781605,172,-93837.02626678851,-0.3,False
0.7,1.1,-40941.71450191245,141,-117324.96705996178,-0.4,False
0.7,1.2,-81429.16133148108,93,-120394.37759989282,-0.5,False
