strategy,entry_z,exit_z,lookback_days,entry_pct,exit_band_pp,red_zone,pnl,trades,mdd,win_pct,median_hold_h,hold_gt_48h,red_zone_exits,score
z,1.0,0.35,,,,off,812519.5422740316,526,42873.22396844311,91.82509505703422,4.375,90,0,797513.9138850764
z,0.65,0.35,,,,always,802221.5831111794,1144,36757.34502974714,84.52797202797203,1.75,95,155,789356.512350768
z,0.65,0.45,,,,always,802510.1630813053,1361,39488.68891094116,81.9250551065393,1.25,91,141,788689.1219624759
z,1.05,0.45,,,,off,797339.3096183487,543,42873.22396844311,93.00184162062615,3.25,86,0,782333.6812293936
z,0.65,0.5,,,,always,795422.4327673243,1496,37468.99386744006,80.4144385026738,1.0,90,134,782308.2849137202
z,0.85,0.5,,,,always,790297.9037804643,1006,33638.096642841,84.49304174950298,2.0,98,151,778524.5699554699
z,1.05,0.4,,,,off,791346.8340287205,512,42873.22396844311,92.3828125,4.0,87,0,776341.2056397654
z,0.85,0.55,,,,always,787196.149348855,1081,32667.687846189132,84.18131359851989,1.75,94,145,775762.4586026889
z,0.6,0.4,,,,always,786149.8725745279,1373,39098.75633785472,81.42753095411507,1.25,105,149,772465.3078562787
z,1.0,0.3,,,,off,788865.9183224229,490,47303.90097487718,92.44897959183673,4.75,86,0,772309.5529812159
z,0.65,0.3,,,,always,783671.478910416,1046,37505.7968057183,84.1300191204589,2.25,103,166,770544.4500284146
z,1.1,0.4,,,,off,785546.6019257304,474,42873.22396844311,92.19409282700423,4.625,85,0,770540.9735367752
z,0.85,0.45,,,,always,780824.0308739031,948,34335.87672785955,84.28270042194093,2.375,102,155,768806.4740191522
z,0.75,0.5,,,,always,777160.5838551825,1236,33096.22441056272,82.92880258899676,1.5,97,144,765576.9053114855
z,1.1,0.45,,,,off,780245.0466832813,500,42873.22396844311,92.8,3.75,84,0,765239.4182943262
z,1.05,0.35,,,,off,775975.9148454012,480,42873.22396844311,92.29166666666667,4.75,89,0,760970.286456446
z,0.6,0.35,,,,always,771969.4197994695,1259,37786.217639123584,82.84352660841938,1.5,109,153,758744.2436257763
z,0.7,0.5,,,,always,769577.5428965563,1349,33025.65095311543,81.5418828762046,1.25,97,141,758018.565062966
z,1.1,0.35,,,,off,773014.761061989,446,42873.22396844311,92.152466367713,5.75,86,0,758009.1326730339
z,0.55,0.35,,,,always,773139.2660779718,1371,45191.70334129961,81.69219547775346,1.25,104,145,757322.1699085169
z,0.7,0.45,,,,always,768724.2680176871,1244,36550.68676721555,82.47588424437299,1.5,98,147,755931.5276491616
z,0.7,0.4,,,,always,767931.809777214,1145,36550.68676721555,83.75545851528385,1.75,101,160,755139.0694086885
z,0.9,0.7,,,,always,765931.9368283866,1266,33883.09919485438,82.5434439178515,1.25,93,121,754072.8521101876
z,0.85,0.4,,,,always,760200.054157868,888,34335.87672785955,83.10810810810811,2.75,105,168,748182.4973031172
z,0.6,0.3,,,,always,762027.9335910236,1139,41151.771677107725,83.49429323968393,1.75,114,163,747624.8135040358
z,0.75,0.45,,,,always,760320.7654211166,1148,36550.68676721555,83.27526132404181,1.75,101,152,747528.0250525911
z,0.9,0.65,,,,always,759252.2654993676,1155,33883.09919485438,84.32900432900433,1.5,99,126,747393.1807811686
z,0.5,0.35,,,,always,760951.3924781716,1516,40414.94761286964,80.14511873350924,1.0,100,142,746806.1608136672
z,0.65,0.55,,,,always,758982.3272693272,1669,39964.48650454017,77.11204313960455,0.75,83,127,744994.7569927382
z,0.5,0.3,,,,always,759335.8355867914,1343,45606.06554788613,81.7572598659717,1.25,108,154,743373.7126450313
z,0.55,0.4,,,,always,758889.6655491907,1509,46284.74849767261,79.78793903247184,1.0,100,142,742690.0035750053
z,0.7,0.35,,,,always,752780.4601603218,1056,36550.68676721555,83.99621212121212,2.0,104,159,739987.7197917963
z,0.7,0.55,,,,always,749472.4916014847,1484,33327.059541514056,79.24528301886792,1.0,95,134,737808.0207619548
z,0.6,0.5,,,,always,751819.2336192281,1703,40367.54129748867,76.45331767469172,0.75,95,132,737690.5941651071
z,0.55,0.3,,,,always,754824.3479046182,1229,49546.66104622575,82.99430431244915,1.5,111,156,737483.0165384392
z,0.9,0.5,,,,always,748446.4098842514,906,33883.09919485438,84.21633554083886,2.5,107,150,736587.3251660524
z,1.05,0.3,,,,off,753116.4259567932,451,47303.90097487718,92.46119733924613,5.0,84,0,736560.0606155862
z,0.85,0.35,,,,always,747141.9516702922,840,34335.87672785955,82.02380952380952,3.75,111,172,735124.3948155413
z,0.9,0.6,,,,always,744752.4591616697,1044,33883.09919485438,84.57854406130268,1.75,104,139,732893.3744434707
z,0.6,0.45,,,,always,747114.6113653167,1525,42074.56632204729,78.88524590163935,1.0,103,141,732388.5131526001
z,1.1,0.3,,,,off,747987.4187096509,418,47303.90097487718,92.58373205741627,5.375,81,0,731431.0533684439
z,0.95,0.65,,,,always,741880.155626359,1016,51132.74933179922,84.64566929133858,1.75,97,124,723983.6933602294
z,0.95,0.7,,,,always,741449.9406535175,1097,51204.83218424185,83.77392889699179,1.5,93,118,723528.2493890328
z,0.8,0.65,,,,always,734661.8932415249,1496,32431.680847912212,80.1470588235294,1.0,82,127,723310.8049447556
z,0.9,0.55,,,,always,732201.076348446,968,33883.09919485438,84.0909090909091,2.25,107,146,720341.991630247
z,0.95,0.6,,,,always,735826.020902015,924,47676.036973183276,84.74025974025975,2.25,99,130,719139.4079614009
z,0.75,0.55,,,,always,730262.457337923,1345,33096.22441056272,80.74349442379182,1.25,92,144,718678.778794226
z,0.9,0.45,,,,always,730477.497308621,861,33883.09919485438,83.73983739837398,3.0,115,160,718618.412590422
z,0.85,0.3,,,,always,730270.0626119527,790,35362.185620427364,80.75949367088607,4.75,116,186,717893.2976448031
z,0.75,0.4,,,,always,729972.4541855778,1064,36550.68676721555,83.55263157894737,2.0,104,166,717179.7138170523
z,0.9,0.4,,,,always,728632.9734230668,819,33883.09919485438,82.41758241758242,3.5,117,170,716773.8887048678
z,0.8,0.6,,,,always,729674.0082579589,1328,38868.85364183725,82.37951807228916,1.25,87,138,716069.9094833159
z,0.8,0.5,,,,always,725865.6420975245,1110,32229.82692350261,84.41441441441441,1.75,94,152,714585.2026742985
z,0.7,0.3,,,,always,726742.6989108494,976,37285.2992153028,83.09426229508196,2.75,111,174,713692.8441854934
z,0.75,0.6,,,,always,725142.682231273,1487,35915.43804811398,79.01815736381977,1.0,89,135,712572.2789144331
z,0.5,0.4,,,,always,720973.9743488254,1678,40981.32350347692,77.17520858164481,1.0,97,141,706630.5111226084
z,1.0,0.7,,,,always,721773.2434676971,985,46229.254930378636,84.16243654822335,1.75,102,114,705593.0042420645
z,0.7,0.6,,,,always,715916.7197184061,1668,36146.27317906532,76.79856115107914,0.75,94,128,703265.5241057333
z,0.75,0.35,,,,always,710883.5918660385,991,36550.68676721549,82.9465186680121,2.25,110,172,698090.8514975131
z,0.9,0.35,,,,always,706845.0936346141,779,33883.09919485438,81.51476251604622,4.75,123,176,694986.0089164152
z,0.8,0.45,,,,always,705900.144980313,1036,34335.87672785955,84.07335907335907,2.0,98,157,693882.5881255622
z,0.95,0.55,,,,always,711068.361565602,869,49518.950542595936,83.77445339470655,2.75,105,142,693736.7288756934
z,0.8,0.55,,,,always,706448.2991116788,1206,38083.727587985806,83.33333333333333,1.5,93,147,693118.9944558839
z,1.0,0.65,,,,always,706062.8147046441,922,46229.25493037875,84.49023861171366,2.25,108,121,689882.5754790116
z,0.75,0.65,,,,always,699586.5896924501,1693,35792.847260818875,76.43236857649144,0.75,86,127,687059.0931511635
z,0.8,0.4,,,,always,699033.7681271435,967,34335.87672785955,83.66080661840745,2.25,103,170,687016.2112723927
z,0.65,0.6,,,,always,701981.6634949562,1896,45494.0656862561,72.415611814346,0.75,83,121,686058.7405047666
z,0.6,0.55,,,,always,701437.8400945667,1921,45088.29146207412,71.05674128058303,0.75,86,122,685656.9380828408
z,0.8,0.7,,,,always,696956.6498599515,1667,32959.59378069127,76.66466706658669,0.75,80,123,685420.7920367095
z,0.95,0.5,,,,always,701994.4865666194,819,51575.82735466608,83.27228327228327,3.25,109,150,683942.9469924862
z,1.0,0.6,,,,always,699183.2673039128,847,46229.25493037875,84.6517119244392,2.75,110,124,683003.0280782803
z,0.75,0.3,,,,always,695711.3899396535,926,37285.2992153028,81.74946004319655,3.0,113,187,682661.5352142975
z,0.85,0.7,,,,losing,700346.651048898,1344,61644.70156498615,79.6875,1.0,74,109,678771.0055011528
z,1.0,0.5,,,,always,691433.8710574514,748,46229.25493037875,83.82352941176471,3.625,118,131,675253.6318318188
z,0.85,0.65,,,,losing,696664.4552468954,1214,62335.89645490171,81.46622734761121,1.25,76,112,674846.8914876798
z,0.8,0.35,,,,always,683724.5520533852,909,34335.87672785955,82.72827282728272,2.75,109,176,671706.9951986343
z,0.55,0.45,,,,always,687766.0230401577,1702,50201.51841906906,76.02820211515863,0.75,100,134,670195.4915934836
z,1.0,0.55,,,,always,685757.1418457986,795,46229.25493037875,84.0251572327044,3.25,115,128,669576.9026201661
z,0.9,0.3,,,,always,677598.1890092583,736,34408.43772351954,79.7554347826087,5.375,132,190,665555.2358060265
z,0.7,0.65,,,,always,675645.8255966997,1919,37612.951642844244,71.75612298071913,0.75,86,116,662481.2925217042
z,0.8,0.3,,,,always,672269.8534655942,846,34864.81783601249,81.7966903073286,3.75,116,188,660067.1672229898
z,1.05,0.7,,,,always,671365.1007315611,870,42381.242251176736,84.59770114942529,2.25,104,111,656531.6659436492
z,0.95,0.45,,,,always,673778.6691093476,775,51618.18486923585,82.58064516129032,3.75,113,154,655712.3044051151
z,1.0,0.45,,,,always,664999.140100904,710,46229.254930378636,82.8169014084507,4.5,127,138,648818.9008752715
z,1.05,0.65,,,,always,662585.873942648,818,42381.242251176736,84.71882640586797,2.5,111,117,647752.4391547361
z,1.1,0.7,,,,always,651486.923427593,799,33920.40478176504,84.60575719649562,2.5,105,116,639614.7817539752
z,0.95,0.4,,,,always,656347.9480384942,737,48220.55546819966,81.13975576662143,4.75,115,164,639470.7536246243
z,1.05,0.6,,,,always,650513.5870747797,758,43031.52698156936,84.69656992084433,3.25,115,123,635452.5526312304
z,0.75,0.7,,,,always,646866.1052337255,1907,34749.36011711124,71.10644992134242,0.75,83,121,634703.8291927365
z,1.1,0.65,,,,always,645760.1039035966,758,33462.9926470503,83.64116094986808,2.875,112,123,634048.056477129
z,1.0,0.4,,,,always,649087.8228706716,675,46229.254930378636,81.77777777777777,5.5,132,144,632907.5836450391
z,0.95,0.35,,,,always,645918.2565864081,704,47796.95838945429,79.82954545454545,5.875,122,170,629189.3211500992
z,0.55,0.5,,,,always,643131.356280141,1926,49112.27823073405,70.76843198338526,0.75,99,127,625942.0588993841
z,1.0,0.35,,,,always,636886.760735038,647,46229.254930378636,80.52550231839258,7.75,138,149,620706.5215094055
z,1.05,0.5,,,,always,635365.2374558598,679,43216.809724369785,82.9160530191458,4.5,124,135,620239.3540523304
z,1.1,0.6,,,,always,628954.8107583264,707,34041.62862058787,83.45120226308345,3.75,116,128,617040.2407411207
z,0.5,0.45,,,,always,630355.6576365392,1925,45062.60484134927,71.11688311688312,0.75,96,135,614583.745942067
z,1.05,0.55,,,,always,628498.5763824736,717,42246.400927717914,83.54253835425384,3.75,119,130,613712.3360577723
z,0.95,0.3,,,,always,633532.7363363984,673,56886.115355109214,78.45468053491828,8.0,131,182,613622.5959621102
z,0.85,0.6,,,,losing,634753.6829637744,1083,61156.114119849866,81.90212373037858,1.5,81,129,613349.043021827
z,1.0,0.3,,,,always,622472.7984121372,620,48207.0365899367,79.19354838709677,10.25,146,157,605600.3356056594
z,0.75,0.5,,,,losing,625072.2923119852,1126,60024.954830148985,81.43872113676731,1.375,83,127,604063.558121433
z,0.85,0.55,,,,losing,623292.459948732,996,59243.88895976028,82.1285140562249,1.75,85,133,602557.098812816
z,1.1,0.55,,,,always,612089.7279358876,674,33218.50111840974,81.89910979228486,4.5,123,137,600463.2525444443
z,1.1,0.5,,,,always,611778.0161715576,639,33558.86134853179,81.0641627543036,5.75,129,143,600032.4146995714
z,0.9,0.7,,,,losing,622520.9146635719,1160,66284.06741135889,81.03448275862068,1.25,82,110,599321.4910695963
z,1.05,0.45,,,,always,604508.7631451912,647,43216.809724369785,82.07109737248841,5.75,129,140,589382.8797416618
z,0.85,0.5,,,,losing,604909.0277788418,918,62205.729099408956,81.91721132897604,2.0,89,136,583137.0225940486
z,1.05,0.4,,,,always,596673.7025917555,621,43216.809724369785,80.99838969404186,8.0,134,145,581547.8191882261
z,1.0,0.7,,,,losing,603847.5241552234,907,65790.56626686666,83.02094818081588,1.75,91,103,580820.8259618201
z,0.9,0.65,,,,losing,603492.1263135422,1055,66975.26230127444,82.55924170616113,1.5,87,114,580050.7845080962
z,0.7,0.5,,,,losing,597473.9615774606,1219,56722.15511406872,80.31173092698934,1.25,84,124,577621.2072875366
z,0.95,0.7,,,,losing,600012.3337334618,1003,64169.66246593017,82.45264207377866,1.5,84,108,577552.9518703863
z,0.65,0.5,,,,losing,596724.3400372252,1321,56294.79049032987,79.48523845571536,1.0,79,120,577021.1633656097
z,0.8,0.65,,,,losing,597089.2614747653,1372,60037.417729361165,78.57142857142857,1.0,72,114,576076.1652694888
z,0.85,0.45,,,,losing,593740.6539045444,864,58843.98783613693,81.59722222222223,2.25,92,140,573145.2581618965
z,1.1,0.4,,,,always,579428.5771944454,590,34862.03374794408,78.98305084745763,9.75,137,155,567226.865382665
z,0.7,0.45,,,,losing,587006.2709662563,1119,57544.614718207566,81.05451295799821,1.5,84,129,566865.6558148836
z,1.05,0.35,,,,always,580633.6456380853,596,43216.809724369785,79.53020134228188,10.25,141,153,565507.7622345559
z,0.65,0.45,,,,losing,583992.3239120472,1195,57396.62954182953,80.75313807531381,1.25,81,126,563903.5035724068
z,0.95,0.65,,,,losing,584570.0255189873,927,64401.406551101616,82.95577130528586,1.75,87,113,562029.5332261018
z,0.8,0.7,,,,losing,581551.0389587098,1542,58276.98813921898,75.42153047989623,0.75,71,111,561154.0931099831
z,1.1,0.45,,,,always,573100.8761059804,612,35297.626578924945,80.06535947712419,6.75,133,149,560746.7068033566
z,0.75,0.6,,,,losing,580503.2568609891,1362,59110.17716367649,77.45961820851689,1.0,75,121,559814.6948537023
z,0.75,0.55,,,,losing,578191.8434903027,1231,55197.70700022266,79.20389926888708,1.25,78,128,558872.6460402247
z,0.95,0.6,,,,losing,580801.2553533713,847,63593.27135292192,83.3530106257379,2.25,90,117,558543.6103798486
z,1.1,0.35,,,,always,569953.3302979503,568,34356.04862702859,77.8169014084507,10.75,141,160,557928.7132784904
z,1.05,0.3,,,,always,572314.8365921852,576,43216.809724369785,78.125,11.0,148,162,557188.9531886558
z,1.0,0.65,,,,losing,576422.5517325347,847,67902.01265310345,82.99881936245572,2.25,96,109,552656.8473039485
z,0.65,0.4,,,,losing,573257.9851127601,1078,59633.35172322679,81.3543599257885,1.5,85,136,552386.3120096307
z,0.7,0.55,,,,losing,567800.4770561601,1344,56072.54073885261,77.60416666666667,1.0,83,119,548175.0877975617
z,1.0,0.6,,,,losing,570653.4716456764,781,64736.49756665193,83.22663252240717,2.75,98,112,547995.6974973482
z,0.75,0.45,,,,losing,566604.4921672203,1029,60627.39959536784,81.24392614188532,1.75,87,134,545384.9023088416
z,0.85,0.4,,,,losing,565885.6958063655,808,59446.77530604476,80.07425742574257,2.75,95,150,545079.3244492498
z,0.65,0.55,,,,losing,564618.9571875678,1478,56294.79049032988,75.77807848443842,0.75,72,114,544915.7805159524
z,0.75,0.65,,,,losing,565178.259359734,1547,60140.22931508299,75.04848093083388,0.75,73,113,544129.179099455
z,0.7,0.4,,,,losing,562955.8484237248,1021,64053.69999051809,81.48873653281098,1.75,86,141,540537.0534270434
z,0.9,0.6,,,,losing,563611.95386455,948,66611.70827528342,82.48945147679325,1.75,92,125,540297.8559682008
z,1.1,0.3,,,,always,552505.9019520879,548,38815.00179173364,76.27737226277372,11.5,147,166,538920.6513249811
z,1.0,0.5,,,,losing,554628.2691250175,688,63409.303930220565,81.8313953488372,3.5,104,117,532435.0127494403
z,0.9,0.55,,,,losing,553439.9744719488,881,63632.00170067472,82.06583427922816,2.25,96,130,531168.7738767127
