strategy,entry_z,exit_z,lookback_days,entry_pct,exit_band_pp,red_zone,pnl,trades,mdd,win_pct,median_hold_h,hold_gt_48h,red_zone_exits,score
z,0.8,0.35,,,,off,951097.8002085561,783,42965.765220130445,91.69859514687101,2.0,97,0,936059.7823815105
z,0.8,0.7,,,,off,950305.755327006,1621,41825.737403181265,78.4083898827884,0.75,92,0,935666.7472358926
z,0.75,0.65,,,,off,950865.8341783889,1642,46476.35707665386,78.38002436053593,0.75,93,0,934599.10920156
z,0.9,0.4,,,,off,949370.7543627399,690,42873.22396844311,92.6086956521739,2.5,93,0,934365.1259737847
z,0.75,0.3,,,,off,945779.1944257182,788,47396.44222656451,91.6243654822335,2.25,99,0,929190.4396464205
z,0.95,0.55,,,,off,942299.9070037364,769,44276.233049254166,91.80754226267881,2.25,89,0,926803.2254364974
z,0.65,0.6,,,,off,937897.8107861984,1866,47667.35822323372,73.68703108252947,0.75,101,0,921214.2354080665
z,0.95,0.5,,,,off,935851.3394718434,709,44334.07569977781,92.1015514809591,2.25,89,0,920334.4129769212
z,0.9,0.35,,,,off,926765.9964929704,642,42873.22396844311,92.5233644859813,2.75,93,0,911760.3681040152
z,0.7,0.65,,,,off,927956.3108823737,1894,47590.095525881974,73.23125659978881,0.75,93,0,911299.777448315
z,0.6,0.55,,,,off,927304.9804907528,1900,47916.27313128789,72.26315789473684,0.75,100,0,910534.2848948021
z,0.85,0.3,,,,off,921865.9159953089,649,47303.90097487718,93.37442218798151,2.75,92,0,905309.5506541019
z,0.5,0.45,,,,off,917117.3896536425,1898,48717.87106830848,73.02423603793467,0.75,106,0,900066.1347797345
z,1.0,0.7,,,,off,914597.4877361642,909,41832.92197654117,88.55885588558856,1.5,86,0,899955.9650443748
z,0.55,0.5,,,,off,916605.36496013,1900,48981.59367733891,72.26315789473684,0.75,105,0,899461.8071730613
z,0.8,0.3,,,,off,914095.9955736259,709,47396.44222656451,92.6657263751763,2.5,98,0,897507.2407943283
z,1.0,0.65,,,,off,910556.2172218843,837,41525.01842040615,90.0836320191159,1.75,85,0,896022.4607747422
z,1.0,0.6,,,,off,900705.8708024275,757,43410.18402055593,91.6776750330251,2.0,88,0,885512.3063952329
z,0.95,0.45,,,,off,899892.7609767528,657,42873.22396844311,92.23744292237443,2.5,90,0,884887.1325877977
z,0.75,0.7,,,,off,898377.7600406543,1877,46997.20583281701,72.61587639850826,0.75,95,0,881928.7379991683
z,0.9,0.3,,,,off,898165.3811714003,590,47303.90097487718,92.88135593220339,3.25,91,0,881609.0158301933
z,0.95,0.4,,,,off,885323.0251112777,612,42873.22396844311,92.3202614379085,3.0,90,0,870317.3967223226
z,1.0,0.55,,,,off,883465.4251674387,700,44276.233049254166,91.85714285714286,2.375,88,0,867968.7436001997
z,1.0,0.5,,,,off,880193.4250919254,648,44334.07569977781,92.43827160493827,2.5,88,0,864676.4985970032
z,1.05,0.7,,,,off,861830.334973972,798,41458.45967506291,89.47368421052632,1.75,83,0,847319.8740877
z,1.05,0.65,,,,off,859098.554406972,737,41150.556118927896,90.63772048846675,2.0,82,0,844695.8597653472
z,0.95,0.35,,,,off,859678.4921424864,570,42873.22396844311,92.10526315789474,3.75,91,0,844672.8637535312
z,1.1,0.65,,,,off,854318.1843944391,671,39804.61387583194,91.50521609538004,2.25,80,0,840386.569537898
z,1.1,0.7,,,,off,852416.4513492828,721,40112.51743196696,90.98474341192788,2.0,81,0,838377.0702480943
z,1.0,0.45,,,,off,846134.6872054926,601,42873.22396844311,92.51247920133112,3.0,89,0,831129.0588165375
z,1.05,0.6,,,,off,844168.6533641623,670,43410.18402055593,92.23880597014926,2.25,85,0,828975.0889569677
z,0.85,0.65,,,,always,839019.958632975,1313,29479.193092008238,83.0921553693831,1.25,85,122,828702.2410507721
z,0.95,0.3,,,,off,835801.058200406,528,47303.90097487718,92.61363636363636,4.125,89,0,819244.692859199
z,0.85,0.7,,,,always,827465.885062903,1450,30112.438913915772,80.96551724137932,1.0,82,119,816926.5314430326
z,1.1,0.6,,,,off,830948.2140066826,612,43410.18402055593,92.48366013071896,2.5,82,0,815754.649599488
z,1.05,0.5,,,,off,830687.9515075893,582,44334.07569977781,92.9553264604811,2.875,86,0,815171.025012667
z,1.0,0.4,,,,off,828766.8826951286,561,42873.22396844311,91.97860962566845,3.5,89,0,813761.2543061734
z,1.05,0.55,,,,off,825113.0407205279,624,44276.233049254166,92.3076923076923,2.75,85,0,809616.3591532889
z,1.1,0.5,,,,off,817050.3482759831,534,44334.07569977781,92.50936329588015,3.375,84,0,801533.4217810609
z,1.1,0.55,,,,off,815976.5816765375,574,44276.233049254166,92.33449477351917,3.25,83,0,800479.9001092985
z,0.65,0.4,,,,always,813007.0111583585,1239,39370.307699664176,83.85794995964487,1.5,95,153,799227.4034634761
z,0.85,0.6,,,,always,810521.9022667069,1180,33452.81390004058,83.98305084745763,1.5,90,140,798813.4174016927
