entry,exit_z,total_pnl_rub,trade_count,max_drawdown_rub,gap,valid
0.3,0.4,46040.56536871049,165,-38730.427170950454,-0.1,False
0.3,0.5,28845.334607686338,110,-44776.43339180601,-0.2,False
0.3,0.6,39362.9621995652,70,-35729.794380315216,-0.3,False
0.3,0.7,2694.6658083249467,67,-41067.498737219874,-0.4,False
0.3,0.8,-5889.990709209079,59,-49408.156692083314,-0.5,False
0.3,0.9,-25871.8626591289,53,-62226.13694692565,-0.6,False
0.3,1.0,-29020.711165025437,49,-63608.88328252438,-0.7,False
0.3,1.1,-39466.20923651245,46,-71338.98727349233,-0.8,False
0.3,1.2,-68189.46242868828,35,-74195.13685331865,-0.9,False
0.3,1.3,-68579.02216436162,33,-77027.98857498399,-1.0,False
0.3,1.4,-67367.6956752166,31,-75137.96364507874,-1.1,False
0.3,1.5,-70146.47508073816,26,-77285.47575749418,-1.2,False
0.3,1.6,-54004.3968666892,18,-60693.36451446392,-1.3,False
0.3,1.7,-67156.7173863183,17,-72712.35878196738,-1.4,False
0.3,1.8,-51876.01648096433,14,-59188.3666818779,-1.5,False
0.3,1.9,-41462.50883185348,12,-48774.85903276704,-1.6,False
0.3,2.0,-43830.83688842598,12,-51143.18708933954,-1.7,False
0.3,2.1,-41963.050562981254,11,-49275.40076389481,-1.8,False
0.3,2.2,-26848.03020053116,6,-55813.29835414733,-1.9,False
0.3,2.3,-28069.899331213608,6,-55119.55262382296,-2.0,False
0.3,2.4,-51075.67460282051,7,-64796.449025295624,-2.1,False
0.3,2.5,-47690.31561970642,6,-61411.09004218154,-2.2,False
0.4,0.0,191879.36337271993,123,-47396.44222656451,0.4,True
0.4,0.1,183841.78045142168,144,-47396.44222656451,0.3,True
0.4,0.2,183693.24965392804,180,-47396.44222656451,0.2,True
0.4,0.3,172491.49311159435,227,-47396.44222656451,0.1,True
0.4,0.4,152188.05332137903,330,-49359.9420141124,0.0,False
0.4,0.5,92710.54783750029,174,-27705.04901775444,-0.1,False
0.4,0.6,46770.313426064655,101,-25146.699406227606,-0.2,False
0.4,0.7,1595.5352944379583,99,-50047.41910226081,-0.3,False
0.4,0.8,-3775.376906928558,80,-52140.85414749744,-0.4,False
0.4,0.9,-23358.577374029974,66,-64496.7191460651,-0.5,False
0.4,1.0,-17231.87562227859,52,-57000.34655301953,-0.6,False
0.4,1.1,-25981.732495998567,45,-66298.25721877105,-0.7,False
0.4,1.2,-67056.81109078017,37,-73994.08063058408,-0.8,False
0.4,1.3,-71776.48928045518,35,-78323.25650149038,-0.9,False
0.4,1.4,-79068.53084894418,34,-85547.65003036364,-1.0,False
0.4,1.5,-77229.38894845694,27,-83637.43009819681,-1.1,False
0.4,1.6,-69455.17787398578,21,-75010.81926963487,-1.2,False
0.4,1.7,-84194.35643857814,20,-89749.99783422722,-1.3,False
0.4,1.8,-70951.3445765349,17,-76506.98597218399,-1.4,False
0.4,1.9,-58392.523165627455,14,-63948.16456127655,-1.5,False
0.4,2.0,-62382.064040101104,14,-67937.70543575019,-1.6,False
0.4,2.1,-61342.8303679988,13,-66898.47176364789,-1.7,False
0.4,2.2,-41433.128453554265,9,-57348.58379989199,-1.8,False
0.4,2.3,-43300.088436118254,9,-58885.57705049272,-1.9,False
0.4,2.4,-33175.98453704641,6,-53111.32929687912,-2.0,False
0.4,2.5,-32943.90913602191,6,-53111.32929687912,-2.1,False
0.5,0.0,163357.0018618889,100,-47396.44222656451,0.5,True
0.5,0.1,157303.16221111687,115,-47396.44222656451,0.4,True
0.5,0.2,167545.25859096818,138,-47396.44222656451,0.3,True
0.5,0.3,167333.46166893753,168,-47396.44222656451,0.2,True
0.5,0.4,167364.13721873483,226,-48717.87106830855,0.1,True
0.5,0.5,140378.44813840653,327,-50390.06645669765,0.0,False
0.5,0.6,31131.348999837748,155,-51267.311147558146,-0.1,False
0.5,0.7,-6856.2037058535225,147,-32984.021052235155,-0.2,False
0.5,0.8,3135.0942555183174,93,-50866.67895666499,-0.3,False
0.5,0.9,-41626.07624870889,93,-84700.86146493553,-0.4,False
0.5,1.0,-41608.70365254707,73,-86081.12016823697,-0.5,False
0.5,1.1,-60458.9571283801,65,-105049.73025906736,-0.6,False
0.5,1.2,-98431.14262247167,53,-107072.61135186275,-0.7,False
0.5,1.3,-99842.0142886844,49,-108092.98069930678,-0.8,False
0.5,1.4,-101467.4417488215,43,-109650.76011982813,-0.9,False
