timestamp,z_score,spread_percent,tatn_close,tatnp_close
2025-07-10 06:45:00,0.0,8.104738154613456,86.7,80.2
2025-07-10 07:00:00,0.0,8.68699439950218,87.33,80.35
2025-07-10 07:15:00,0.0,8.633811603243903,87.07,80.15
2025-07-10 07:30:00,0.0,8.189762796504363,86.66,80.1
2025-07-10 07:45:00,0.0,8.27500000000001,86.62,80.0
2025-07-10 08:00:00,0.0,8.43358395989975,86.53,79.8
2025-07-10 08:15:00,0.0,8.392745465916196,86.66,79.95
2025-07-10 08:30:00,0.0,8.660826032540658,86.82,79.9
2025-07-10 08:45:00,0.0,8.555347091932465,86.79,79.95
2025-07-10 09:00:00,0.0,8.296943231441034,86.8,80.15
2025-07-10 09:15:00,0.0,8.39675608234558,86.88,80.15
2025-07-10 09:30:00,0.0,8.45913911416094,86.93,80.15
2025-07-10 09:45:00,0.0,8.284466625077979,86.79,80.15
2025-07-10 10:00:00,0.0,7.9553903345724875,87.12,80.7
2025-07-10 10:15:00,0.0,7.970204841713224,86.97,80.55
2025-07-10 10:30:00,0.0,7.851393188854483,87.09,80.75
2025-07-10 10:45:00,0.0,8.034610630407911,87.4,80.9
2025-07-10 11:00:00,0.0,8.212739641311062,87.49,80.85
2025-07-10 11:15:00,0.0,7.999999999999985,87.21,80.75
2025-07-10 11:30:00,0.0,7.876160990712067,87.11,80.75
2025-07-10 11:45:00,0.0,8.263845675171133,86.99,80.35
2025-07-10 12:00:00,0.0,8.214063472308663,86.95,80.35
2025-07-10 12:15:00,0.0,8.034934497816582,86.59,80.15
2025-07-10 12:30:00,0.0,8.084840923268866,86.63,80.15
2025-07-10 12:45:00,0.0,7.91537025513378,86.71,80.35
2025-07-10 13:00:00,0.0,8.054692355500315,86.93,80.45
2025-07-10 13:15:00,0.0,8.092269326683276,86.69,80.2
2025-07-10 13:30:00,0.0,8.052434456928847,86.55,80.1
2025-07-10 13:45:00,0.0,8.125000000000004,86.5,80.0
2025-07-10 14:00:00,0.0,8.142589118198874,86.46,79.95
2025-07-10 14:15:00,0.0,8.03247970018739,86.48,80.05
2025-07-10 14:30:00,0.0,8.147223955084225,86.68,80.15
2025-07-10 14:45:00,0.0,8.167604752970604,86.48,79.95
2025-07-10 15:00:00,0.0,8.09523809523811,86.26,79.8
2025-07-10 15:15:00,0.0,8.00749531542786,86.46,80.05
2025-07-10 15:30:00,0.0,7.965152457996272,86.75,80.35
2025-07-10 15:45:00,0.0,8.206724782067255,86.89,80.3
2025-07-10 16:00:00,0.0,7.858032378580337,86.61,80.3
2025-07-10 16:15:00,0.0,8.22429906542055,86.85,80.25
2025-07-10 16:30:00,0.0,8.017456359102226,86.63,80.2
2025-07-10 16:45:00,0.0,8.017456359102226,86.63,80.2
2025-07-10 17:00:00,0.0,7.9850280723642975,86.55,80.15
2025-07-10 17:15:00,0.0,8.000000000000007,86.4,80.0
2025-07-10 17:30:00,0.0,8.007518796992485,86.19,79.8
2025-07-10 17:45:00,0.0,7.91744840525328,86.28,79.95
2025-07-10 18:00:00,0.0,7.8670012547051416,85.97,79.7
2025-07-10 18:15:00,0.0,8.095537397862973,85.99,79.55
2025-07-10 18:30:00,1.4071393667225345,8.45283018867924,86.22,79.5
2025-07-10 19:00:00,1.0875030072404828,8.389937106918243,86.17,79.5
2025-07-10 19:15:00,1.5060327088645395,8.490566037735858,86.25,79.5
2025-07-10 19:30:00,0.2411128063582551,8.216761184625089,85.87,79.35
2025-07-10 19:45:00,0.21483910102581336,8.211586901763223,85.92,79.4
2025-07-10 20:00:00,-0.2557948862891579,8.110831234256931,85.84,79.4
2025-07-10 20:15:00,0.06640677436012349,8.178954001260252,85.84,79.35
2025-07-10 20:30:00,1.2332622062119287,8.429022082018944,85.93,79.25
2025-07-10 20:45:00,2.5237546531637673,8.738965952080724,86.23,79.3
2025-07-10 21:00:00,2.55672632270609,8.787878787878789,86.16,79.2
2025-07-10 21:15:00,1.8348134360722816,8.636363636363642,86.04,79.2
2025-07-10 21:30:00,1.1034537973817011,8.466876971608816,85.96,79.25
2025-07-10 21:45:00,0.5262976895974976,8.330182734719592,85.96,79.35
2025-07-10 22:00:00,1.1048701596974677,8.472658705216851,86.29,79.55
2025-07-10 22:15:00,0.3627924356475763,8.296668761785053,86.15,79.55
2025-07-10 22:30:00,0.7476323590703292,8.389937106918243,86.17,79.5
2025-07-10 22:45:00,0.8948437496470525,8.427672955974842,86.2,79.5
2025-07-10 23:00:00,0.6429191650092638,8.370044052863435,86.1,79.45
2025-07-10 23:15:00,1.7532563162260713,8.64353312302839,86.1,79.25
2025-07-10 23:30:00,1.792921062750638,8.667087807959572,86.01,79.15
2025-07-11 06:45:00,-0.2304021215600141,8.176100628930815,86.0,79.5
2025-07-11 07:00:00,0.3409258205762334,8.314321926489221,85.46,78.9
2025-07-11 07:15:00,0.508666053525721,8.355555555555561,85.33,78.75
2025-07-11 07:30:00,0.43388782965565165,8.3386378103119,85.1,78.55
2025-07-11 07:45:00,2.111421500846538,8.755583918315256,85.21,78.35
2025-07-11 08:00:00,1.1169125780147326,8.518518518518526,84.97,78.3
2025-07-11 08:15:00,2.2086919717175366,8.806636885768992,85.25,78.35
2025-07-11 08:30:00,1.7569014660809728,8.706182281708097,85.28,78.45
2025-07-11 08:45:00,1.2333574160618679,8.578712555768009,85.18,78.45
2025-07-11 09:00:00,1.2823524499994516,8.5969387755102,85.14,78.4
2025-07-11 09:15:00,1.8220907226620366,8.748403575989805,85.15,78.3
2025-07-11 09:30:00,1.5016238203274357,8.673469387755105,85.2,78.4
2025-07-11 09:45:00,1.5581998597793532,8.697318007662847,85.11,78.3
2025-07-11 10:00:00,2.1164017688009933,8.86479591836733,85.35,78.4
2025-07-11 10:15:00,2.182150287039407,8.904458598726105,85.49,78.5
2025-07-11 10:30:00,1.7409564982418166,8.794416243654823,85.73,78.8
2025-07-11 10:45:00,1.5717341988193956,8.756345177664993,85.7,78.8
2025-07-11 11:00:00,2.5365281035191685,9.063097514340335,85.56,78.45
2025-07-11 11:15:00,1.440957227654057,8.749999999999991,85.26,78.4
2025-07-11 11:30:00,1.2088814754229782,8.686739269698919,84.83,78.05
2025-07-11 11:45:00,2.83746280027302,9.214929214929214,84.86,77.7
2025-07-11 12:00:00,4.495229893483047,9.92861778066192,84.7,77.05
2025-07-11 12:15:00,3.3849339717993883,9.632020658489338,84.91,77.45
2025-07-11 12:30:00,3.496808686643176,9.78007761966364,84.86,77.3
2025-07-11 12:45:00,3.5043023478833253,9.896238651102474,84.73,77.1
2025-07-11 13:00:00,3.2132632120739926,9.864077669902915,84.87,77.25
2025-07-11 13:15:00,2.9609486346542293,9.825693996126539,85.06,77.45
2025-07-11 13:30:00,2.0507426961684674,9.42543576500967,84.75,77.45
2025-07-11 13:45:00,1.6403836003522312,9.24467398321498,84.61,77.45
2025-07-11 14:00:00,1.4774026257094444,9.1779935275081,84.34,77.25
2025-07-11 14:15:00,1.6306573802580446,9.267660401814638,84.3,77.15
2025-07-11 14:30:00,2.0025392267257582,9.475728155339791,84.57,77.25
2025-07-11 14:45:00,2.325938508380973,9.675745784695211,84.56,77.1
2025-07-11 15:00:00,2.2676147067873362,9.682847896440139,84.73,77.25
2025-07-11 15:15:00,1.8084295493855493,9.464170432537111,84.78,77.45
2025-07-11 15:30:00,1.771721630241816,9.464170432537111,84.78,77.45
2025-07-11 15:45:00,1.7153273526130217,9.451966473243068,84.88,77.55
2025-07-11 16:00:00,1.90060319681703,9.574742268041248,85.03,77.6
2025-07-11 16:15:00,1.6241160826472638,9.439793947198961,84.98,77.65
2025-07-11 16:30:00,2.2709788727392417,9.83225806451613,85.12,77.5
2025-07-11 16:45:00,2.0800215029020994,9.755154639175267,85.17,77.6
2025-07-11 17:00:00,2.1683688383332638,9.839021249195113,85.29,77.65
2025-07-11 17:15:00,2.268747639634349,9.935483870967744,85.2,77.5
2025-07-11 17:30:00,2.7188682262111326,10.265716137394666,85.07,77.15
2025-07-11 17:45:00,2.3198573616188467,10.064850843060968,84.86,77.1
2025-07-11 18:00:00,2.110467711932079,9.967595593000645,84.84,77.15
2025-07-11 18:15:00,1.3911061284938775,9.52504879635654,84.17,76.85
2025-07-11 18:30:00,1.5803117658552486,9.660574412532652,84.0,76.6
2025-07-11 19:00:00,1.2004270380056843,9.42633637548893,83.93,76.7
2025-07-11 19:15:00,1.357416791587119,9.537459283387605,84.07,76.75
2025-07-11 19:30:00,1.0342326185058413,9.335937500000014,83.97,76.8
2025-07-11 19:45:00,1.3906750743560958,9.575994781474218,83.99,76.65
2025-07-11 20:00:00,1.3250579138397671,9.54367666232072,84.02,76.7
2025-07-11 20:15:00,1.680475690034129,9.791122715404699,84.1,76.6
2025-07-11 20:30:00,1.3213641573445745,9.56692913385826,83.49,76.2
2025-07-11 20:45:00,1.2479681271098921,9.527559055118108,83.46,76.2
2025-07-11 21:00:00,1.9597205783745086,10.01982815598148,83.23,75.65
2025-07-11 21:15:00,1.9320644281965977,10.02645502645505,83.18,75.6
2025-07-11 21:30:00,1.5173109278833903,9.761904761904772,82.98,75.6
2025-07-11 21:45:00,1.3938828655803392,9.689768976897684,83.09,75.75
2025-07-11 22:00:00,1.13287623097921,9.520052596975681,83.29,76.05
2025-07-11 22:15:00,1.3885315016306414,9.704142011834339,83.43,76.05
2025-07-11 22:30:00,1.3627587039687408,9.696969696969692,83.26,75.9
2025-07-11 22:45:00,1.329188777118305,9.68379446640315,83.25,75.9
2025-07-11 23:00:00,1.642467620250189,9.914304548450904,83.37,75.85
2025-07-11 23:15:00,1.693759523830637,9.966996699669961,83.3,75.75
2025-07-11 23:30:00,1.4480925508614282,9.808327825512219,83.07,75.65
2025-07-12 09:45:00,2.599165620891131,10.664893617021276,83.22,75.2
2025-07-12 10:00:00,1.87447455684113,10.171277997364946,83.62,75.9
2025-07-12 10:15:00,2.402223564478251,10.595238095238102,83.61,75.6
2025-07-12 10:30:00,2.070346074917767,10.382081686429512,83.78,75.9
2025-07-12 10:45:00,1.7673050423043146,10.17728168089298,83.9,76.15
2025-07-12 11:00:00,1.6993971807954844,10.144546649145859,83.82,76.1
2025-07-12 11:15:00,1.5493475101661367,10.045961917268542,83.8,76.15
2025-07-12 11:30:00,1.4465137391379197,9.980302035456322,83.75,76.15
2025-07-12 11:45:00,1.4478751581953657,9.993434011818781,83.76,76.15
2025-07-12 12:00:00,1.5498335970415251,10.085357846355869,83.83,76.15
2025-07-12 12:15:00,1.4651039136909316,10.032829940906108,83.79,76.15
2025-07-12 12:30:00,1.6739006425835996,10.210526315789469,83.76,76.0
2025-07-12 13:00:00,1.2883719535734783,9.921259842519682,83.76,76.2
2025-07-12 13:15:00,1.343126629226213,9.973753280839892,83.8,76.2
2025-07-12 13:30:00,1.4790189398186218,10.091984231274642,83.78,76.1
2025-07-12 13:45:00,1.2331738986249714,9.908136482939621,83.75,76.2
2025-07-12 14:00:00,1.2558572023486023,9.934383202099738,83.77,76.2
2025-07-12 14:30:00,1.4502806218351292,10.098619329388558,83.73,76.05
2025-07-12 14:45:00,1.2067105504831954,9.914642153644127,83.7,76.15
2025-07-12 15:00:00,1.1971398035873966,9.914642153644127,83.7,76.15
2025-07-12 15:15:00,1.007528526602327,9.770190413657254,83.59,76.15
2025-07-12 15:30:00,1.1158558592989727,9.862114248194342,83.66,76.15
2025-07-12 15:45:00,1.1406466091634562,9.888378200919234,83.68,76.15
2025-07-12 16:00:00,1.2303161509305844,9.967126890203804,83.63,76.05
2025-07-12 16:15:00,1.188005910276411,9.940828402366876,83.61,76.05
2025-07-12 16:30:00,1.073087501404522,9.855453350854138,83.6,76.1
2025-07-12 16:45:00,1.0332725342776048,9.82917214191854,83.58,76.1
2025-07-12 17:00:00,1.238668924420988,9.999999999999986,83.6,76.0
2025-07-12 17:15:00,1.2778003704188434,10.039421813403425,83.74,76.1
2025-07-12 17:30:00,1.18652762821428,9.973718791064389,83.69,76.1
2025-07-12 17:45:00,1.5013308007892767,10.236842105263166,83.78,76.0
2025-07-12 18:00:00,1.1805811202418637,9.98685939553221,83.7,76.1
2025-07-12 18:15:00,0.9784178931821423,9.829396325459317,83.69,76.2
2025-07-12 18:30:00,1.1503475833117007,9.973684210526311,83.58,76.0
2025-07-12 18:45:00,1.2070575567812454,10.026315789473683,83.62,76.0
2025-07-13 10:00:00,1.1500452703176725,9.98687664041995,83.81,76.2
2025-07-13 10:15:00,1.1101004169007425,9.960629921259855,83.79,76.2
2025-07-13 10:30:00,0.998191154949233,9.8752462245568,83.67,76.15
2025-07-13 10:45:00,1.0487973181213879,9.921156373193174,83.65,76.1
2025-07-13 11:00:00,0.7019201340495329,9.644268774703546,83.22,75.9
2025-07-13 11:15:00,0.9503080881616237,9.848184818481842,83.21,75.75
2025-07-13 11:30:00,1.1479807452248352,10.01322751322753,83.17,75.6
2025-07-13 11:45:00,0.7510951680607598,9.696569920844333,83.15,75.8
2025-07-13 12:00:00,1.0239636355159054,9.92063492063493,83.1,75.6
2025-07-13 12:15:00,1.058739162792815,9.9536730641959,83.07,75.55
2025-07-13 12:30:00,0.938563133665782,9.861019192587683,83.0,75.55
2025-07-13 12:45:00,0.8198602050919849,9.768671513549233,83.04,75.65
2025-07-13 13:00:00,0.6121088455470091,9.603698811096418,82.97,75.7
2025-07-13 13:15:00,0.682672929484857,9.662475181998676,82.85,75.55
2025-07-13 13:30:00,0.7784598558763836,9.741892786234274,82.91,75.55
2025-07-13 13:45:00,0.717821475563234,9.695767195767214,82.93,75.6
2025-07-13 14:00:00,0.5416519632384893,9.556585043017861,82.77,75.55
2025-07-13 14:15:00,0.679848389972964,9.668874172185426,82.8,75.5
2025-07-13 14:30:00,0.7272776784278896,9.708994708994712,82.94,75.6
2025-07-13 14:45:00,0.7243382582176171,9.708994708994712,82.94,75.6
2025-07-13 15:00:00,1.0268330213077346,9.9536116633532,82.96,75.45
2025-07-13 15:15:00,0.8563158354066103,9.821310390469895,82.97,75.55
2025-07-13 15:30:00,0.5707788273644864,9.596293845135673,82.8,75.55
2025-07-13 15:45:00,0.5355661832123244,9.56982131039048,82.78,75.55
2025-07-13 16:00:00,0.5671046767120002,9.596293845135673,82.8,75.55
2025-07-13 16:15:00,0.6980819963201217,9.701789264413518,82.77,75.45
2025-07-13 16:30:00,0.5456446968976676,9.583057577763077,82.79,75.55
2025-07-13 16:45:00,0.577324144887181,9.609530112508269,82.81,75.55
2025-07-13 17:00:00,0.5345234602868145,9.577278731836202,82.95,75.7
2025-07-13 17:15:00,0.5663288799499087,9.603698811096418,82.97,75.7
2025-07-13 17:30:00,0.48924877134225975,9.544554455445553,82.98,75.75
2025-07-13 17:45:00,0.4709141247037276,9.531353135313525,82.97,75.75
2025-07-13 18:00:00,0.9152581102625669,9.881109643328934,83.18,75.7
2025-07-13 18:15:00,0.7351573107137108,9.742913645352669,83.24,75.85
2025-07-13 18:30:00,0.35271674509415973,9.44591029023747,82.96,75.8
2025-07-13 18:45:00,0.34281177429069715,9.438943894389439,82.9,75.75
2025-07-14 06:45:00,0.1393451971792184,9.281476598549787,82.89,75.85
2025-07-14 07:00:00,0.36244181420052146,9.454787234042561,82.31,75.2
2025-07-14 07:15:00,0.5392224554070363,9.592518370073488,82.03,74.85
2025-07-14 07:30:00,0.6854636269555003,9.70705725699068,82.39,75.1
2025-07-14 07:45:00,0.7007505022665415,9.720744680851068,82.51,75.2
2025-07-14 08:00:00,0.9468287385351873,9.913159652638615,82.27,74.85
2025-07-14 08:15:00,1.1753126352231928,10.093833780160866,82.13,74.6
2025-07-14 08:30:00,1.2288888403826486,10.140656396517066,82.22,74.65
2025-07-14 08:45:00,1.1611691881353112,10.093457943925221,82.46,74.9
2025-07-14 09:00:00,1.000514349978497,9.973262032085572,82.26,74.8
2025-07-14 09:15:00,0.9015570979769625,9.89993328885923,82.37,74.95
2025-07-14 09:30:00,1.5304732757474857,10.393595730486972,82.74,74.95
2025-07-14 09:45:00,1.6172338288951247,10.47113470471135,83.24,75.35
2025-07-14 10:00:00,1.643785435033782,10.502645502645525,83.54,75.6
2025-07-14 10:15:00,1.523521981331234,10.418049104180493,83.2,75.35
2025-07-14 10:30:00,1.7529814078325638,10.61007957559681,83.4,75.4
2025-07-14 10:45:00,1.4455067600828955,10.37673496364837,83.5,75.65
2025-07-14 11:00:00,1.7923292278535012,10.663129973474783,83.44,75.4
2025-07-14 11:15:00,1.3887389372197805,10.351225977468514,83.26,75.45
2025-07-14 11:30:00,1.2558364184483246,10.251655629139055,83.24,75.5
2025-07-14 11:45:00,1.4924552643871098,10.447957839262179,83.83,75.9
2025-07-14 12:00:00,0.6724973542729704,9.79725310660562,83.94,76.45
2025-07-14 12:15:00,0.8912751708270821,9.973924380704036,84.35,76.7
2025-07-14 12:30:00,0.5197516666624886,9.67994774657086,83.96,76.55
2025-07-14 12:45:00,0.3306918152431897,9.530638852672757,84.01,76.7
2025-07-14 13:00:00,0.371310706289265,9.56351791530945,84.09,76.75
2025-07-14 13:15:00,-0.08005543305614098,9.206762028608573,83.98,76.9
2025-07-14 13:30:00,1.0453124337407846,10.097719869706845,84.5,76.75
2025-07-14 13:45:00,0.5241790733407129,9.687906371911549,84.35,76.9
2025-07-14 14:00:00,0.9005431154889015,9.986979166666664,84.47,76.8
